      Freq,     Re(Av),     Im(Av),     Re(Ai),     Im(Ai),    Re(Pin),    Im(Pin),   Re(Pout),   Im(Pout),    Re(Zin),    Im(Zin),   Re(Zout),   Im(Zout),    Re(Vin),    Im(Vin),   Re(Vout),   Im(Vout),    Re(Iin),    Im(Iin),   Re(Iout),   Im(Iout), 
        Hz,           ,           ,           ,           ,          W,          W,          W,          W,       Ohms,       Ohms,       Ohms,       Ohms,          V,          V,          V,          V,          A,          A,          A,          A, 
 1.000E+01,  1.000E+00, -1.988E-03,  1.000E+00, -1.985E-03,  1.978E-02,  5.663E-08,  1.978E-02,  0.000E+00,  3.160E+02,  9.048E-04,  3.160E+02,  9.048E-04,  2.500E+00,  3.579E-06,  2.500E+00, -4.967E-03,  7.911E-03, -1.133E-08,  7.911E-03, -1.572E-05, 
 6.721E+03,  2.387E-01, -9.694E-01,  2.275E-01, -9.754E-01,  1.978E-02, -2.425E-04,  1.978E-02,  0.000E+00,  3.170E+02, -3.887E+00,  3.152E+02,  3.918E+00,  2.504E+00, -1.532E-02,  5.828E-01, -2.431E+00,  7.898E-03,  4.849E-05,  1.844E-03, -7.693E-03, 
 1.343E+04, -8.957E-01, -4.612E-01, -8.851E-01, -4.493E-01,  1.978E-02, -1.142E-04,  1.978E-02,  0.000E+00,  3.114E+02, -1.797E+00,  3.202E+02,  2.753E+00,  2.482E+00, -7.215E-03, -2.226E+00, -1.138E+00,  7.970E-03,  2.283E-05, -7.044E-03, -3.601E-03, 
 2.014E+04, -6.557E-01,  7.475E-01, -6.469E-01,  7.697E-01,  1.978E-02, -4.188E-04,  1.978E-02, -1.735E-18,  3.195E+02, -6.766E+00,  3.099E+02,  4.390E+00,  2.514E+00, -2.647E-02, -1.629E+00,  1.897E+00,  7.868E-03,  8.377E-05, -5.154E-03,  6.002E-03, 
 2.686E+04,  5.823E-01,  8.380E-01,  5.852E-01,  7.853E-01,  1.976E-02, -6.547E-04,  1.976E-02,  0.000E+00,  3.031E+02, -1.004E+01,  3.215E+02,  1.593E+01,  2.449E+00, -4.138E-02,  1.461E+00,  2.028E+00,  8.074E-03,  1.309E-04,  4.622E-03,  6.417E-03, 
 3.357E+04,  9.276E-01, -3.768E-01,  9.239E-01, -3.793E-01,  1.978E-02, -7.419E-05,  1.978E-02,  0.000E+00,  3.152E+02, -1.182E+00,  3.157E+02, -1.388E+00,  2.497E+00, -4.689E-03,  2.314E+00, -9.452E-01,  7.921E-03,  1.484E-05,  7.324E-03, -2.991E-03, 
 4.028E+04, -1.186E-01, -1.016E+00, -1.799E-01, -9.586E-01,  1.974E-02, -1.371E-03,  1.974E-02,  0.000E+00,  3.006E+02, -2.088E+01,  3.073E+02,  2.474E+01,  2.441E+00, -8.667E-02, -3.775E-01, -2.469E+00,  8.099E-03,  2.743E-04, -1.195E-03, -7.814E-03, 
 4.699E+04, -1.026E+00, -8.027E-02, -9.675E-01, -8.887E-02,  1.976E-02,  2.672E-04,  1.976E-02,  2.168E-19,  2.983E+02,  4.034E+00,  3.336E+02,  7.698E+00,  2.428E+00,  1.689E-02, -2.490E+00, -2.122E-01,  8.139E-03, -5.345E-05, -7.879E-03, -6.716E-04, 
 5.370E+04, -3.541E-01,  9.503E-01, -2.738E-01,  9.445E-01,  1.975E-02, -1.474E-03,  1.975E-02, -8.674E-19,  3.056E+02, -2.281E+01,  2.946E+02,  1.227E+01,  2.462E+00, -9.317E-02, -7.830E-01,  2.372E+00,  8.033E-03,  2.948E-04, -2.478E-03,  7.507E-03, 
 6.041E+04,  9.067E-01,  5.655E-01,  7.960E-01,  4.920E-01,  1.969E-02, -8.059E-05,  1.969E-02,  0.000E+00,  2.767E+02, -1.132E+00,  3.340E+02,  3.926E+01,  2.334E+00, -5.094E-03,  2.119E+00,  1.316E+00,  8.436E-03,  1.612E-05,  6.707E-03,  4.163E-03, 
 6.712E+04,  7.282E-01, -7.059E-01,  6.905E-01, -7.034E-01,  1.977E-02, -4.910E-04,  1.977E-02,  0.000E+00,  3.070E+02, -7.625E+00,  3.082E+02, -8.839E+00,  2.464E+00, -3.103E-02,  1.773E+00, -1.762E+00,  8.024E-03,  9.820E-05,  5.610E-03, -5.577E-03, 
 7.383E+04, -5.424E-01, -9.479E-01, -4.963E-01, -7.679E-01,  1.961E-02, -1.061E-03,  1.961E-02,  0.000E+00,  2.642E+02, -1.429E+01,  3.008E+02,  5.533E+01,  2.278E+00, -6.705E-02, -1.299E+00, -2.123E+00,  8.613E-03,  2.122E-04, -4.111E-03, -6.719E-03, 
 8.055E+04, -9.820E-01,  3.493E-01, -9.186E-01,  2.719E-01,  1.973E-02,  1.066E-03,  1.973E-02, -8.674E-19,  2.900E+02,  1.567E+01,  3.492E+02, -2.046E+00,  2.395E+00,  6.738E-02, -2.375E+00,  7.704E-01,  8.245E-03, -2.132E-04, -7.516E-03,  2.438E-03, 
 8.726E+04,  4.372E-02,  1.082E+00,  1.159E-01,  9.126E-01,  1.961E-02, -1.689E-03,  1.961E-02,  2.168E-19,  2.674E+02, -2.303E+01,  2.714E+02,  3.074E+01,  2.296E+00, -1.067E-01,  2.159E-01,  2.480E+00,  8.557E-03,  3.378E-04,  6.832E-04,  7.848E-03, 
 9.397E+04,  1.095E+00,  1.042E-01,  8.868E-01,  1.774E-01,  1.954E-02,  2.011E-03,  1.954E-02,  4.337E-19,  2.584E+02,  2.659E+01,  3.649E+02,  5.737E+01,  2.255E+00,  1.271E-01,  2.456E+00,  3.742E-01,  8.686E-03, -4.021E-04,  7.773E-03,  1.184E-03, 
 1.007E+05,  4.107E-01, -9.772E-01,  3.272E-01, -8.839E-01,  1.970E-02, -8.539E-04,  1.970E-02, -8.674E-19,  2.807E+02, -1.217E+01,  2.812E+02, -1.367E+01,  2.353E+00, -5.397E-02,  9.138E-01, -2.322E+00,  8.376E-03,  1.708E-04,  2.892E-03, -7.347E-03, 
 1.074E+05, -9.857E-01, -6.161E-01, -6.854E-01, -5.147E-01,  1.929E-02,  1.653E-03,  1.929E-02,  0.000E+00,  2.322E+02,  1.989E+01,  3.089E+02,  9.913E+01,  2.121E+00,  1.045E-01, -2.027E+00, -1.410E+00,  9.109E-03, -3.306E-04, -6.414E-03, -4.462E-03, 
 1.141E+05, -7.528E-01,  7.379E-01, -7.266E-01,  6.051E-01,  1.969E-02,  1.598E-03,  1.969E-02,  0.000E+00,  2.825E+02,  2.293E+01,  3.446E+02, -3.451E+01,  2.364E+00,  1.010E-01, -1.854E+00,  1.668E+00,  8.342E-03, -3.196E-04, -5.868E-03,  5.280E-03, 
 1.208E+05,  6.013E-01,  1.021E+00,  4.054E-01,  7.395E-01,  1.921E-02,  5.879E-04,  1.921E-02,  0.000E+00,  2.247E+02,  6.876E+00,  2.499E+02,  7.037E+01,  2.078E+00,  3.715E-02,  1.212E+00,  2.145E+00,  9.245E-03, -1.176E-04,  3.835E-03,  6.789E-03, 
 1.275E+05,  9.989E-01, -4.177E-01,  8.872E-01, -1.532E-01,  1.936E-02,  4.431E-03,  1.936E-02,  0.000E+00,  2.561E+02,  5.863E+01,  4.148E+02,  4.011E+01,  2.267E+00,  2.801E-01,  2.382E+00, -6.672E-01,  8.649E-03, -8.862E-04,  7.537E-03, -2.111E-03, 
 1.342E+05, -8.619E-02, -1.148E+00, -5.183E-02, -8.670E-01,  1.939E-02,  2.954E-04,  1.939E-02,  0.000E+00,  2.384E+02,  3.632E+00,  2.385E+02,  5.395E+00,  2.150E+00,  1.867E-02, -1.639E-01, -2.470E+00,  9.019E-03, -5.908E-05, -5.186E-04, -7.816E-03, 
 1.409E+05, -1.144E+00,  5.374E-03, -7.950E-01, -2.492E-01,  1.881E-02,  5.995E-03,  1.881E-02,  0.000E+00,  2.194E+02,  6.989E+01,  3.537E+02,  1.467E+02,  2.098E+00,  3.789E-01, -2.401E+00, -4.220E-01,  9.183E-03, -1.199E-03, -7.599E-03, -1.335E-03, 
 1.477E+05, -3.540E-01,  1.033E+00, -3.839E-01,  8.255E-01,  1.956E-02,  2.066E-03,  1.956E-02,  0.000E+00,  2.619E+02,  2.766E+01,  2.926E+02, -5.980E+01,  2.272E+00,  1.306E-01, -9.393E-01,  2.302E+00,  8.632E-03, -4.132E-04, -2.973E-03,  7.284E-03, 
 1.544E+05,  1.102E+00,  4.960E-01,  5.911E-01,  5.238E-01,  1.845E-02,  5.754E-03,  1.845E-02,  0.000E+00,  1.971E+02,  6.147E+01,  2.480E+02,  1.338E+02,  1.964E+00,  3.636E-01,  1.985E+00,  1.375E+00,  9.607E-03, -1.151E-03,  6.281E-03,  4.352E-03, 
 1.611E+05,  6.647E-01, -8.099E-01,  7.586E-01, -5.101E-01,  1.926E-02,  5.781E-03,  1.926E-02,  0.000E+00,  2.641E+02,  7.925E+01,  4.275E+02, -4.591E+01,  2.326E+00,  3.653E-01,  1.842E+00, -1.641E+00,  8.462E-03, -1.156E-03,  5.829E-03, -5.193E-03, 
 1.678E+05, -7.763E-01, -9.469E-01, -3.402E-01, -7.160E-01,  1.858E-02,  4.608E-03,  1.858E-02,  1.735E-18,  1.986E+02,  4.925E+01,  2.017E+02,  5.848E+01,  1.957E+00,  2.912E-01, -1.244E+00, -2.079E+00,  9.629E-03, -9.217E-04, -3.936E-03, -6.580E-03, 
 1.745E+05, -8.839E-01,  5.408E-01, -8.536E-01,  5.837E-02,  1.841E-02,  9.604E-03,  1.841E-02,  0.000E+00,  2.313E+02,  1.207E+02,  4.620E+02,  1.486E+02,  2.247E+00,  6.070E-01, -2.314E+00,  6.788E-01,  8.712E-03, -1.921E-03, -7.324E-03,  2.148E-03, 
 1.812E+05,  2.669E-01,  1.128E+00,  1.045E-02,  8.418E-01,  1.904E-02,  4.255E-03,  1.904E-02,  4.337E-19,  2.240E+02,  5.005E+01,  2.179E+02, -3.251E+01,  2.099E+00,  2.689E-01,  2.567E-01,  2.439E+00,  9.181E-03, -8.510E-04,  8.124E-04,  7.720E-03, 
 1.879E+05,  1.038E+00, -2.163E-01,  7.288E-01,  2.923E-01,  1.754E-02,  1.166E-02,  1.754E-02, -4.337E-19,  1.949E+02,  1.296E+02,  2.934E+02,  2.165E+02,  2.094E+00,  7.370E-01,  2.333E+00,  3.122E-01,  9.196E-03, -2.332E-03,  7.384E-03,  9.881E-04, 
 1.946E+05,  1.804E-01, -1.034E+00,  4.247E-01, -7.999E-01,  1.917E-02,  6.255E-03,  1.917E-02, -8.674E-19,  2.592E+02,  8.457E+01,  3.231E+02, -1.135E+02,  2.311E+00,  3.953E-01,  8.256E-01, -2.319E+00,  8.509E-03, -1.251E-03,  2.613E-03, -7.338E-03, 
 2.014E+05, -1.088E+00, -1.987E-01, -5.400E-01, -5.231E-01,  1.725E-02,  1.152E-02,  1.725E-02, -8.674E-19,  1.786E+02,  1.193E+02,  1.918E+02,  1.419E+02,  1.981E+00,  7.281E-01, -2.011E+00, -1.186E+00,  9.553E-03, -2.304E-03, -6.364E-03, -3.753E-03, 
 2.081E+05, -4.740E-01,  8.243E-01, -7.879E-01,  4.631E-01,  1.838E-02,  1.047E-02,  1.838E-02, -1.735E-18,  2.639E+02,  1.503E+02,  5.427E+02, -2.447E+01,  2.447E+00,  6.615E-01, -1.705E+00,  1.703E+00,  8.079E-03, -2.093E-03, -5.396E-03,  5.391E-03, 
 2.148E+05,  9.138E-01,  6.625E-01,  3.220E-01,  7.015E-01,  1.773E-02,  9.987E-03,  1.773E-02,  0.000E+00,  1.883E+02,  1.061E+02,  1.662E+02,  4.378E+01,  2.000E+00,  6.312E-01,  1.409E+00,  1.902E+00,  9.495E-03, -1.997E-03,  4.459E-03,  6.018E-03, 
 2.215E+05,  6.614E-01, -5.965E-01,  8.487E-01, -1.735E-02,  1.702E-02,  1.473E-02,  1.702E-02,  8.674E-19,  2.277E+02,  1.971E+02,  4.542E+02,  2.719E+02,  2.432E+00,  9.310E-01,  2.164E+00, -8.347E-01,  8.128E-03, -2.946E-03,  6.847E-03, -2.642E-03, 
 2.282E+05, -4.802E-01, -9.579E-01, -2.102E-02, -8.442E-01,  1.851E-02,  8.711E-03,  1.851E-02,  0.000E+00,  2.254E+02,  1.060E+02,  2.005E+02, -6.296E+01,  2.189E+00,  5.505E-01, -5.239E-01, -2.361E+00,  8.895E-03, -1.742E-03, -1.658E-03, -7.473E-03, 
 2.349E+05, -7.993E-01,  3.584E-01, -7.179E-01, -3.022E-01,  1.598E-02,  1.712E-02,  1.598E-02, -2.711E-20,  1.917E+02,  2.054E+02,  2.370E+02,  2.550E+02,  2.326E+00,  1.082E+00, -2.247E+00, -3.131E-02,  8.463E-03, -3.424E-03, -7.110E-03, -9.909E-05, 
 2.416E+05,  2.088E-02,  9.460E-01, -4.142E-01,  8.412E-01,  1.860E-02,  9.672E-03,  1.860E-02,  8.674E-19,  2.778E+02,  1.445E+02,  3.450E+02, -1.640E+02,  2.488E+00,  6.113E-01, -5.263E-01,  2.366E+00,  7.949E-03, -1.934E-03, -1.665E-03,  7.488E-03, 
 2.483E+05,  9.001E-01, -6.836E-02,  5.509E-01,  5.120E-01,  1.584E-02,  1.713E-02,  1.584E-02,  0.000E+00,  1.787E+02,  1.933E+02,  1.549E+02,  1.510E+02,  2.229E+00,  1.083E+00,  2.081E+00,  8.221E-01,  8.768E-03, -3.426E-03,  6.584E-03,  2.602E-03, 
 2.550E+05,  2.808E-01, -7.721E-01,  8.148E-01, -5.258E-01,  1.741E-02,  1.320E-02,  1.741E-02,  0.000E+00,  2.972E+02,  2.254E+02,  6.507E+02, -5.572E+00,  2.730E+00,  8.345E-01,  1.411E+00, -1.873E+00,  7.183E-03, -2.641E-03,  4.465E-03, -5.929E-03, 
 2.618E+05, -8.926E-01, -3.145E-01, -3.709E-01, -6.883E-01,  1.665E-02,  1.513E-02,  1.665E-02, -1.735E-18,  1.932E+02,  1.756E+02,  1.398E+02,  4.655E+01,  2.227E+00,  9.564E-01, -1.687E+00, -1.554E+00,  8.775E-03, -3.026E-03, -5.338E-03, -4.918E-03, 
 2.685E+05, -4.538E-01,  5.820E-01, -9.092E-01,  6.917E-02,  1.570E-02,  1.726E-02,  1.570E-02,  0.000E+00,  2.627E+02,  2.888E+02,  4.507E+02,  3.603E+02,  2.814E+00,  1.091E+00, -1.912E+00,  1.143E+00,  6.917E-03, -3.452E-03, -6.050E-03,  3.617E-03, 
 2.752E+05,  6.416E-01,  6.942E-01,  1.240E-01,  8.623E-01,  1.783E-02,  1.228E-02,  1.783E-02,  8.674E-19,  2.398E+02,  1.652E+02,  1.749E+02, -6.509E+01,  2.388E+00,  7.763E-01,  9.933E-01,  2.156E+00,  8.266E-03, -2.457E-03,  3.143E-03,  6.823E-03, 
 2.819E+05,  5.719E-01, -4.087E-01,  7.972E-01,  2.634E-01,  1.454E-02,  1.988E-02,  1.454E-02, -4.337E-19,  2.228E+02,  3.047E+02,  2.136E+02,  2.948E+02,  2.778E+00,  1.257E+00,  2.102E+00, -4.166E-01,  7.032E-03, -3.977E-03,  6.653E-03, -1.318E-03, 
 2.886E+05, -2.206E-01, -8.287E-01,  2.720E-01, -9.657E-01,  1.817E-02,  1.076E-02,  1.817E-02,  5.421E-20,  3.181E+02,  1.884E+02,  3.127E+02, -1.868E+02,  2.710E+00,  6.803E-01, -3.424E-02, -2.396E+00,  7.246E-03, -2.153E-03, -1.084E-04, -7.583E-03, 
 2.953E+05, -6.771E-01,  2.262E-01, -6.515E-01, -4.784E-01,  1.440E-02,  2.039E-02,  1.440E-02,  0.000E+00,  2.064E+02,  2.922E+02,  1.373E+02,  1.812E+02,  2.696E+00,  1.288E+00, -2.117E+00, -2.625E-01,  7.290E-03, -4.077E-03, -6.700E-03, -8.308E-04, 
 3.020E+05, -1.079E-01,  7.287E-01, -7.657E-01,  8.004E-01,  1.699E-02,  1.203E-02,  1.699E-02, -8.674E-19,  3.877E+02,  2.747E+02,  6.795E+02, -9.525E+01,  3.052E+00,  7.604E-01, -8.833E-01,  2.142E+00,  6.166E-03, -2.406E-03, -2.795E-03,  6.778E-03, 
 3.087E+05,  7.628E-01,  1.822E-02,  5.126E-01,  6.552E-01,  1.533E-02,  1.865E-02,  1.533E-02,  0.000E+00,  2.187E+02,  2.662E+02,  1.209E+02,  7.984E+01,  2.632E+00,  1.179E+00,  1.986E+00,  9.472E-01,  7.493E-03, -3.731E-03,  6.286E-03,  2.998E-03, 
 3.154E+05,  2.908E-01, -5.738E-01,  1.050E+00, -3.524E-01,  1.512E-02,  1.490E-02,  1.512E-02,  0.000E+00,  3.875E+02,  3.817E+02,  5.484E+02,  3.993E+02,  3.265E+00,  9.415E-01,  1.490E+00, -1.600E+00,  5.491E-03, -2.979E-03,  4.714E-03, -5.063E-03, 
 3.222E+05, -7.377E-01, -3.572E-01, -3.538E-01, -8.438E-01,  1.689E-02,  1.490E-02,  1.689E-02,  0.000E+00,  2.645E+02,  2.334E+02,  1.422E+02, -2.246E+01,  2.657E+00,  9.419E-01, -1.624E+00, -1.644E+00,  7.415E-03, -2.981E-03, -5.138E-03, -5.202E-03, 
 3.289E+05, -3.988E-01,  4.390E-01, -1.041E+00, -7.286E-02,  1.373E-02,  1.742E-02,  1.373E-02,  0.000E+00,  3.444E+02,  4.368E+02,  2.450E+02,  3.623E+02,  3.336E+00,  1.101E+00, -1.814E+00,  1.025E+00,  5.267E-03, -3.484E-03, -5.739E-03,  3.244E-03, 
 3.356E+05,  4.829E-01,  6.601E-01,  1.150E-01,  1.053E+00,  1.804E-02,  1.040E-02,  1.804E-02,  8.674E-19,  3.546E+02,  2.044E+02,  2.254E+02, -1.389E+02,  2.844E+00,  6.570E-01,  9.398E-01,  2.195E+00,  6.823E-03, -2.079E-03,  2.974E-03,  6.945E-03, 
 3.423E+05,  4.866E-01, -3.224E-01,  9.288E-01,  3.560E-01,  1.331E-02,  1.866E-02,  1.331E-02,  4.337E-19,  3.127E+02,  4.384E+02,  1.457E+02,  2.461E+02,  3.309E+00,  1.179E+00,  1.990E+00, -4.931E-01,  5.351E-03, -3.731E-03,  6.299E-03, -1.561E-03, 
 3.490E+05, -1.292E-01, -7.259E-01,  2.732E-01, -1.221E+00,  1.767E-02,  7.392E-03,  1.767E-02,  0.000E+00,  4.946E+02,  2.070E+02,  4.753E+02, -2.155E+02,  3.170E+00,  4.672E-01, -7.044E-02, -2.362E+00,  5.790E-03, -1.478E-03, -2.229E-04, -7.474E-03, 
 3.557E+05, -5.798E-01,  1.969E-01, -8.193E-01, -5.526E-01,  1.390E-02,  1.829E-02,  1.390E-02,  2.711E-20,  3.086E+02,  4.060E+02,  1.166E+02,  1.500E+02,  3.222E+00,  1.156E+00, -2.096E+00, -3.564E-02,  5.627E-03, -3.658E-03, -6.632E-03, -1.128E-04, 
 3.624E+05, -1.164E-01,  6.295E-01, -7.933E-01,  1.199E+00,  1.607E-02,  6.826E-03,  1.607E-02,  0.000E+00,  6.532E+02,  2.775E+02,  7.576E+02,  1.617E+02,  3.493E+00,  4.314E-01, -6.780E-01,  2.149E+00,  4.768E-03, -1.365E-03, -2.146E-03,  6.800E-03, 
 3.691E+05,  6.748E-01, -2.014E-02,  7.314E-01,  7.185E-01,  1.538E-02,  1.603E-02,  1.538E-02, -8.674E-19,  3.322E+02,  3.464E+02,  1.188E+02,  6.429E+01,  3.104E+00,  1.013E+00,  2.115E+00,  6.212E-01,  6.001E-03, -3.206E-03,  6.693E-03,  1.966E-03, 
 3.758E+05,  2.512E-01, -5.122E-01,  1.253E+00, -9.142E-01,  1.442E-02,  7.588E-03,  1.442E-02,  8.674E-19,  7.602E+02,  4.001E+02,  4.269E+02,  4.341E+02,  3.710E+00,  4.795E-01,  1.178E+00, -1.780E+00,  4.082E-03, -1.518E-03,  3.727E-03, -5.633E-03, 
 3.826E+05, -7.126E-01, -2.474E-01, -6.571E-01, -8.795E-01,  1.725E-02,  1.167E-02,  1.725E-02,  0.000E+00,  3.808E+02,  2.577E+02,  1.504E+02, -2.206E+01,  3.005E+00,  7.377E-01, -1.959E+00, -1.269E+00,  6.312E-03, -2.335E-03, -6.200E-03, -4.017E-03, 
 3.893E+05, -3.347E-01,  4.178E-01, -1.494E+00,  5.188E-01,  1.343E-02,  8.444E-03,  1.343E-02,  0.000E+00,  7.905E+02,  4.969E+02,  2.246E+02,  3.546E+02,  3.812E+00,  5.337E-01, -1.499E+00,  1.414E+00,  3.760E-03, -1.689E-03, -4.742E-03,  4.474E-03, 
 3.960E+05,  5.824E-01,  5.517E-01,  5.856E-01,  1.038E+00,  1.858E-02,  5.717E-03,  1.858E-02,  0.000E+00,  4.486E+02,  1.380E+02,  2.335E+02, -1.108E+02,  2.999E+00,  3.613E-01,  1.547E+00,  1.865E+00,  6.333E-03, -1.143E-03,  4.895E-03,  5.902E-03, 
 4.027E+05,  4.045E-01, -3.438E-01,  1.557E+00, -1.818E-01,  1.328E-02,  8.860E-03,  1.328E-02,  0.000E+00,  7.760E+02,  5.176E+02,  1.530E+02,  2.607E+02,  3.819E+00,  5.600E-01,  1.737E+00, -1.086E+00,  3.739E-03, -1.772E-03,  5.497E-03, -3.438E-03, 
 4.094E+05, -2.996E-01, -7.192E-01, -5.119E-01, -1.177E+00,  1.859E-02, -2.886E-04,  1.859E-02,  0.000E+00,  5.205E+02, -8.077E+00,  4.190E+02, -1.520E+02,  3.111E+00, -1.824E-02, -9.454E-01, -2.232E+00,  5.977E-03,  5.771E-05, -2.992E-03, -7.064E-03, 
 4.161E+05, -4.801E-01,  2.775E-01, -1.529E+00, -5.183E-02,  1.393E-02,  8.695E-03,  1.393E-02,  0.000E+00,  7.395E+02,  4.616E+02,  1.296E+02,  1.845E+02,  3.743E+00,  5.495E-01, -1.950E+00,  7.751E-01,  3.976E-03, -1.739E-03, -6.170E-03,  2.453E-03, 
 4.228E+05,  3.780E-02,  7.133E-01,  4.371E-01,  1.273E+00,  1.754E-02, -5.000E-03,  1.754E-02, -4.337E-19,  5.727E+02, -1.633E+02,  6.332E+02,  4.172E+01,  3.280E+00, -3.160E-01,  3.494E-01,  2.328E+00,  5.442E-03,  1.000E-03,  1.106E-03,  7.367E-03, 
 4.295E+05,  5.708E-01, -2.027E-01,  1.453E+00,  1.988E-01,  1.524E-02,  7.881E-03,  1.524E-02,  0.000E+00,  6.797E+02,  3.514E+02,  1.301E+02,  1.199E+02,  3.589E+00,  4.981E-01,  2.149E+00, -4.432E-01,  4.465E-03, -1.576E-03,  6.802E-03, -1.402E-03, 
 4.362E+05,  1.315E-01, -6.413E-01, -3.639E-01, -1.310E+00,  1.623E-02, -8.309E-03,  1.623E-02, -1.084E-19,  5.842E+02, -2.991E+02,  5.300E+02,  3.172E+02,  3.419E+00, -5.251E-01,  1.128E-01, -2.262E+00,  5.002E-03,  1.662E-03,  3.570E-04, -7.158E-03, 
 4.430E+05, -6.771E-01,  9.961E-02, -1.340E+00, -2.849E-01,  1.695E-02,  6.295E-03,  1.695E-02,  0.000E+00,  5.928E+02,  2.202E+02,  1.496E+02,  6.220E+01,  3.358E+00,  3.978E-01, -2.313E+00,  6.507E-02,  5.197E-03, -1.259E-03, -7.321E-03,  2.059E-04, 
 4.497E+05, -2.357E-01,  5.719E-01,  2.915E-01,  1.290E+00,  1.526E-02, -1.073E-02,  1.526E-02,  4.337E-19,  5.525E+02, -3.888E+02,  3.421E+02,  3.571E+02,  3.484E+00, -6.784E-01, -4.332E-01,  2.152E+00,  4.796E-03,  2.147E-03, -1.371E-03,  6.812E-03, 
 4.564E+05,  7.864E-01,  5.200E-02,  1.197E+00,  3.314E-01,  1.858E-02,  3.844E-03,  1.858E-02, -4.337E-19,  4.878E+02,  1.009E+02,  1.916E+02,  1.160E+01,  3.065E+00,  2.429E-01,  2.398E+00,  3.504E-01,  6.124E-03, -7.687E-04,  7.588E-03,  1.109E-03, 
 4.631E+05,  3.087E-01, -5.231E-01, -2.185E-01, -1.230E+00,  1.479E-02, -1.268E-02,  1.479E-02,  0.000E+00,  4.935E+02, -4.232E+02,  2.393E+02,  3.102E+02,  3.467E+00, -8.014E-01,  6.511E-01, -2.061E+00,  4.851E-03,  2.536E-03,  2.060E-03, -6.523E-03, 
 4.698E+05, -8.704E-01, -2.597E-01, -1.042E+00, -3.524E-01,  1.959E-02,  7.062E-04,  1.959E-02,  0.000E+00,  3.825E+02,  1.379E+01,  2.638E+02, -2.150E+01,  2.739E+00,  4.463E-02, -2.372E+00, -7.502E-01,  7.155E-03, -1.412E-04, -7.507E-03, -2.374E-03, 
 4.765E+05, -3.705E-01,  4.962E-01,  1.460E-01,  1.153E+00,  1.479E-02, -1.427E-02,  1.479E-02,  0.000E+00,  4.268E+02, -4.117E+02,  1.901E+02,  2.552E+02,  3.373E+00, -9.019E-01, -8.022E-01,  2.008E+00,  5.150E-03,  2.854E-03, -2.539E-03,  6.354E-03, 
 4.832E+05,  9.028E-01,  5.017E-01,  8.919E-01,  3.560E-01,  1.967E-02, -2.522E-03,  1.967E-02,  0.000E+00,  2.914E+02, -3.736E+01,  3.652E+02, -9.037E+00,  2.409E+00, -1.594E-01,  2.254E+00,  1.065E+00,  8.200E-03,  5.044E-04,  7.134E-03,  3.369E-03, 
 4.899E+05,  4.313E-01, -4.898E-01, -7.760E-02, -1.071E+00,  1.517E-02, -1.544E-02,  1.517E-02,  0.000E+00,  3.644E+02, -3.709E+02,  1.674E+02,  2.054E+02,  3.210E+00, -9.759E-01,  9.063E-01, -1.993E+00,  5.665E-03,  3.088E-03,  2.868E-03, -6.307E-03, 
