      Freq,     Re(Av),     Im(Av),     Re(Ai),     Im(Ai),    Re(Pin),    Im(Pin),   Re(Pout),   Im(Pout),    Re(Zin),    Im(Zin),   Re(Zout),   Im(Zout),    Re(Vin),    Im(Vin),   Re(Vout),   Im(Vout),    Re(Iin),    Im(Iin),   Re(Iout),   Im(Iout), 
 4.966E+05, -8.935E-01, -7.368E-01, -7.586E-01, -3.477E-01,  1.892E-02, -5.031E-03,  1.892E-02,  0.000E+00,  2.201E+02, -5.851E+01,  4.560E+02,  8.112E+01,  2.087E+00, -3.179E-01, -2.099E+00, -1.254E+00,  9.218E-03,  1.006E-03, -6.643E-03, -3.968E-03, 
 5.034E+05, -4.954E-01,  5.048E-01,  1.794E-02,  9.909E-01,  1.577E-02, -1.604E-02,  1.577E-02,  0.000E+00,  3.104E+02, -3.158E+02,  1.581E+02,  1.609E+02,  2.989E+00, -1.014E+00, -9.687E-01,  2.011E+00,  6.364E-03,  3.209E-03, -3.066E-03,  6.364E-03, 
 5.101E+05,  8.965E-01,  9.387E-01,  6.476E-01,  3.315E-01,  1.765E-02, -6.149E-03,  1.765E-02,  0.000E+00,  1.672E+02, -5.827E+01,  4.679E+02,  2.199E+02,  1.777E+00, -3.886E-01,  1.958E+00,  1.320E+00,  1.020E-02,  1.230E-03,  6.197E-03,  4.177E-03, 
 5.168E+05,  5.634E-01, -5.460E-01,  2.819E-02, -9.144E-01,  1.642E-02, -1.593E-02,  1.642E-02,  8.674E-19,  2.645E+02, -2.566E+02,  1.555E+02,  1.206E+02,  2.723E+00, -1.007E+00,  9.846E-01, -2.054E+00,  7.206E-03,  3.185E-03,  3.116E-03, -6.499E-03, 
 5.235E+05, -9.914E-01, -1.099E+00, -5.589E-01, -3.107E-01,  1.614E-02, -5.515E-03,  1.614E-02,  0.000E+00,  1.292E+02, -4.415E+01,  4.039E+02,  3.278E+02,  1.486E+00, -3.485E-01, -1.856E+00, -1.287E+00,  1.112E-02,  1.103E-03, -5.873E-03, -4.072E-03, 
 5.302E+05, -6.314E-01,  6.238E-01, -5.651E-02,  8.418E-01,  1.693E-02, -1.498E-02,  1.693E-02,  0.000E+00,  2.249E+02, -1.991E+02,  1.548E+02,  8.373E+01,  2.428E+00, -9.467E-01, -9.423E-01,  2.112E+00,  8.141E-03,  2.996E-03, -2.982E-03,  6.684E-03, 
 5.369E+05,  1.272E+00,  1.160E+00,  4.902E-01,  2.875E-01,  1.456E-02, -3.086E-03,  1.456E-02,  0.000E+00,  1.021E+02, -2.163E+01,  3.235E+02,  3.828E+02,  1.231E+00, -1.950E-01,  1.792E+00,  1.179E+00,  1.193E-02,  6.172E-04,  5.670E-03,  3.732E-03, 
 5.436E+05,  6.876E-01, -7.564E-01,  6.401E-02, -7.730E-01,  1.713E-02, -1.316E-02,  1.713E-02,  0.000E+00,  1.901E+02, -1.461E+02,  1.516E+02,  5.150E+01,  2.118E+00, -8.318E-01,  8.274E-01, -2.174E+00,  9.119E-03,  2.632E-03,  2.618E-03, -6.881E-03, 
 5.503E+05, -1.737E+00, -8.863E-01, -4.386E-01, -2.633E-01,  1.300E-02,  8.974E-04,  1.300E-02,  0.000E+00,  8.270E+01,  5.707E+00,  2.588E+02,  4.089E+02,  1.038E+00,  5.671E-02, -1.753E+00, -1.018E+00,  1.254E-02, -1.795E-04, -5.547E-03, -3.223E-03, 
 5.571E+05, -7.022E-01,  9.724E-01, -4.991E-02,  7.069E-01,  1.688E-02, -1.046E-02,  1.688E-02, -8.674E-19,  1.587E+02, -9.836E+01,  1.424E+02,  2.705E+01,  1.808E+00, -6.614E-01, -6.268E-01,  2.223E+00,  1.010E-02,  2.093E-03, -1.983E-03,  7.035E-03, 
 5.638E+05,  1.898E+00,  1.128E-01,  4.015E-01,  2.388E-01,  1.153E-02,  5.962E-03,  1.153E-02, -8.674E-19,  6.896E+01,  3.565E+01,  2.146E+02,  4.285E+02,  9.306E-01,  3.768E-01,  1.724E+00,  8.203E-01,  1.288E-02, -1.192E-03,  5.456E-03,  2.596E-03, 
 5.705E+05,  5.959E-01, -1.307E+00,  1.666E-02, -6.406E-01,  1.608E-02, -6.832E-03,  1.608E-02,  0.000E+00,  1.297E+02, -5.513E+01,  1.255E+02,  1.502E+01,  1.509E+00, -4.318E-01,  3.348E-01, -2.229E+00,  1.105E-02,  1.366E-03,  1.059E-03, -7.054E-03, 
 5.772E+05, -1.449E+00,  4.937E-01, -3.774E-01, -2.140E-01,  1.022E-02,  1.150E-02,  1.022E-02,  0.000E+00,  5.948E+01,  6.692E+01,  1.887E+02,  4.546E+02,  9.216E-01,  7.269E-01, -1.695E+00, -5.986E-01,  1.291E-02, -2.300E-03, -5.363E-03, -1.894E-03, 
 5.839E+05, -1.569E-01,  1.727E+00,  2.931E-02,  5.703E-01,  1.465E-02, -2.094E-03,  1.465E-02,  0.000E+00,  1.030E+02, -1.473E+01,  1.032E+02,  1.932E+01,  1.234E+00, -1.324E-01,  3.490E-02,  2.151E+00,  1.192E-02,  4.188E-04,  1.104E-04,  6.808E-03, 
 5.906E+05,  9.559E-01, -6.517E-01,  3.658E-01,  1.886E-01,  9.145E-03,  1.689E-02,  9.145E-03,  0.000E+00,  5.352E+01,  9.886E+01,  1.805E+02,  4.970E+02,  1.010E+00,  1.067E+00,  1.661E+00,  3.623E-01,  1.263E-02, -3.378E-03,  5.256E-03,  1.146E-03, 
 5.973E+05, -8.466E-01, -1.712E+00, -7.803E-02, -4.938E-01,  1.261E-02,  3.936E-03,  1.261E-02, -4.337E-19,  7.897E+01,  2.466E+01,  7.984E+01,  4.055E+01,  1.015E+00,  2.487E-01, -4.338E-01, -1.948E+00,  1.261E-02, -7.872E-04, -1.373E-03, -6.165E-03, 
 6.040E+05, -6.362E-01,  6.394E-01, -3.681E-01, -1.609E-01,  8.394E-03,  2.159E-02,  8.394E-03,  0.000E+00,  5.100E+01,  1.312E+02,  1.968E+02,  5.684E+02,  1.183E+00,  1.364E+00, -1.625E+00, -1.121E-01,  1.208E-02, -4.318E-03, -5.142E-03, -3.548E-04, 
 6.107E+05,  1.404E+00,  6.949E-01,  1.193E-01,  4.138E-01,  1.014E-02,  1.110E-02,  1.014E-02,  0.000E+00,  5.861E+01,  6.413E+01,  5.956E+01,  7.586E+01,  9.023E-01,  7.015E-01,  7.793E-01,  1.612E+00,  1.297E-02, -2.220E-03,  2.466E-03,  5.101E-03, 
 6.175E+05,  4.387E-01, -6.084E-01,  3.883E-01,  1.259E-01,  8.090E-03,  2.515E-02,  8.090E-03, -1.084E-19,  5.265E+01,  1.637E+02,  2.681E+02,  6.981E+02,  1.420E+00,  1.590E+00,  1.590E+00, -1.666E-01,  1.133E-02, -5.031E-03,  5.032E-03, -5.272E-04, 
 6.242E+05, -1.036E+00,  2.234E-02, -1.478E-01, -3.372E-01,  7.674E-03,  1.859E-02,  7.674E-03, -4.337E-19,  4.283E+01,  1.038E+02,  4.438E+01,  1.213E+02,  9.365E-01,  1.175E+00, -9.966E-01, -1.197E+00,  1.286E-02, -3.718E-03, -3.154E-03, -3.787E-03, 
 6.309E+05, -2.994E-01,  6.068E-01, -4.331E-01, -6.861E-02,  8.429E-03,  2.713E-02,  8.429E-03,  4.337E-19,  6.076E+01,  1.956E+02,  5.694E+02,  9.512E+02,  1.696E+00,  1.715E+00, -1.548E+00,  5.160E-01,  1.045E-02, -5.427E-03, -4.900E-03,  1.633E-03, 
 6.376E+05,  6.480E-01, -2.200E-01,  1.648E-01,  2.711E-01,  5.622E-03,  2.528E-02,  5.622E-03,  0.000E+00,  3.180E+01,  1.430E+02,  3.446E+01,  1.744E+02,  1.114E+00,  1.598E+00,  1.073E+00,  7.902E-01,  1.230E-02, -5.056E-03,  3.397E-03,  2.501E-03, 
 6.443E+05,  1.574E-01, -6.567E-01,  5.001E-01, -5.595E-02,  9.717E-03,  2.689E-02,  9.717E-03, -8.674E-19,  8.003E+01,  2.215E+02,  1.881E+03,  1.145E+02,  1.961E+00,  1.700E+00,  1.425E+00, -1.020E+00,  9.618E-03, -5.379E-03,  4.509E-03, -3.228E-03, 
 6.510E+05, -4.159E-01,  2.501E-01, -1.767E-01, -2.192E-01,  4.195E-03,  3.041E-02,  4.195E-03,  0.000E+00,  2.505E+01,  1.816E+02,  2.936E+01,  2.360E+02,  1.391E+00,  1.922E+00, -1.059E+00, -4.514E-01,  1.142E-02, -6.082E-03, -3.352E-03, -1.429E-03, 
 6.577E+05,  1.101E-01,  7.423E-01, -4.799E-01,  3.271E-01,  1.174E-02,  2.424E-02,  1.174E-02,  0.000E+00,  1.066E+02,  2.201E+02,  3.229E+02, -5.287E+02,  2.059E+00,  1.532E+00, -9.103E-01,  1.697E+00,  9.307E-03, -4.848E-03, -2.881E-03,  5.371E-03, 
 6.644E+05,  2.851E-01, -2.483E-01,  1.928E-01,  1.811E-01,  3.398E-03,  3.380E-02,  3.398E-03,  1.084E-19,  2.212E+01,  2.200E+02,  2.960E+01,  3.136E+02,  1.717E+00,  2.136E+00,  1.020E+00,  1.827E-01,  1.039E-02, -6.760E-03,  3.228E-03,  5.781E-04, 
 6.711E+05, -5.874E-01, -5.075E-01,  1.515E-01, -5.029E-01,  1.086E-02,  2.432E-02,  1.086E-02,  0.000E+00,  8.719E+01,  1.952E+02,  7.395E+01, -1.348E+02,  1.826E+00,  1.537E+00, -2.921E-01, -1.829E+00,  1.005E-02, -4.864E-03, -9.243E-04, -5.789E-03, 
 6.779E+05, -2.090E-01,  2.571E-01, -2.270E-01, -1.526E-01,  3.232E-03,  3.552E-02,  3.232E-03,  0.000E+00,  2.363E+01,  2.598E+02,  4.058E+01,  4.322E+02,  2.065E+00,  2.245E+00, -1.009E+00,  6.166E-02,  9.288E-03, -7.104E-03, -3.192E-03,  1.951E-04, 
 6.846E+05,  5.248E-01, -1.748E-02,  8.445E-02,  3.615E-01,  6.141E-03,  3.090E-02,  6.141E-03,  4.337E-19,  4.355E+01,  2.191E+02,  3.008E+01,  5.198E+01,  1.796E+00,  1.953E+00,  9.766E-01,  9.934E-01,  1.014E-02, -6.180E-03,  3.090E-03,  3.144E-03, 
 6.913E+05,  1.532E-01, -3.060E-01,  3.102E-01,  1.136E-01,  4.016E-03,  3.529E-02,  4.016E-03,  0.000E+00,  3.448E+01,  3.031E+02,  1.131E+02,  7.210E+02,  2.421E+00,  2.230E+00,  1.053E+00, -3.990E-01,  8.162E-03, -7.058E-03,  3.334E-03, -1.263E-03, 
 6.980E+05, -2.945E-01,  1.439E-01, -1.426E-01, -2.354E-01,  3.228E-03,  3.564E-02,  3.228E-03,  0.000E+00,  2.394E+01,  2.642E+02,  1.840E+01,  1.753E+02,  2.103E+00,  2.252E+00, -9.433E-01, -3.606E-01,  9.168E-03, -7.127E-03, -2.985E-03, -1.141E-03, 
 7.047E+05, -2.038E-02,  4.505E-01, -4.883E-01,  8.913E-02,  7.208E-03,  3.138E-02,  7.208E-03, -4.337E-19,  7.786E+01,  3.390E+02,  2.243E+03, -1.110E+03,  2.696E+00,  1.983E+00, -9.485E-01,  1.174E+00,  7.292E-03, -6.277E-03, -3.001E-03,  3.715E-03, 
 7.114E+05,  1.852E-01, -1.611E-01,  1.696E-01,  1.730E-01,  2.219E-03,  3.727E-02,  2.219E-03,  1.355E-20,  1.854E+01,  3.114E+02,  1.742E+01,  2.916E+02,  2.469E+00,  2.355E+00,  8.366E-01,  3.839E-02,  8.009E-03, -7.454E-03,  2.647E-03,  1.215E-04, 
 7.181E+05, -4.773E-01, -2.704E-01,  1.168E-01, -5.040E-01,  8.733E-03,  2.951E-02,  8.733E-03,  0.000E+00,  8.457E+01,  2.857E+02,  5.213E+01, -1.171E+02,  2.386E+00,  1.865E+00, -6.344E-01, -1.535E+00,  8.273E-03, -5.901E-03, -2.008E-03, -4.858E-03, 
 7.248E+05, -1.364E-01,  1.945E-01, -2.342E-01, -1.425E-01,  2.396E-03,  3.671E-02,  2.396E-03,  0.000E+00,  2.375E+01,  3.638E+02,  3.349E+01,  4.768E+02,  2.834E+00,  2.320E+00, -8.378E-01,  2.347E-01,  6.855E-03, -7.341E-03, -2.651E-03,  7.427E-04, 
 7.315E+05,  2.734E-01, -1.038E-01,  1.328E-01,  2.735E-01,  3.228E-03,  3.616E-02,  3.228E-03,  0.000E+00,  2.921E+01,  3.272E+02,  1.665E+01,  1.354E+02,  2.589E+00,  2.285E+00,  9.451E-01,  3.559E-01,  7.629E-03, -7.232E-03,  2.991E-03,  1.126E-03, 
 7.383E+05,  6.040E-02, -3.363E-01,  4.668E-01,  8.165E-03,  5.221E-03,  3.231E-02,  5.221E-03,  0.000E+00,  6.888E+01,  4.262E+02,  1.175E+03,  1.844E+03,  3.156E+00,  2.042E+00,  8.774E-01, -9.381E-01,  5.835E-03, -6.462E-03,  2.777E-03, -2.969E-03, 
 7.450E+05, -1.498E-01,  1.322E-01, -1.725E-01, -1.770E-01,  1.822E-03,  3.685E-02,  1.822E-03,  0.000E+00,  1.930E+01,  3.904E+02,  1.406E+01,  2.897E+02,  3.000E+00,  2.329E+00, -7.573E-01,  4.770E-02,  6.330E-03, -7.370E-03, -2.397E-03,  1.510E-04, 
 7.517E+05,  4.318E-01,  1.199E-01, -1.997E-02,  5.127E-01,  7.340E-03,  3.107E-02,  7.340E-03, -4.337E-19,  8.318E+01,  3.521E+02,  3.755E+01, -5.376E+01,  2.774E+00,  1.964E+00,  9.622E-01,  1.180E+00,  7.045E-03, -6.214E-03,  3.045E-03,  3.736E-03, 
 7.584E+05,  1.111E-01, -1.893E-01,  2.929E-01,  1.447E-01,  2.462E-03,  3.425E-02,  2.462E-03,  0.000E+00,  3.373E+01,  4.692E+02,  4.417E+01,  5.646E+02,  3.387E+00,  2.165E+00,  7.858E-01, -4.006E-01,  5.106E-03, -6.850E-03,  2.487E-03, -1.268E-03, 
 7.651E+05, -1.757E-01,  1.112E-01, -1.657E-01, -2.305E-01,  2.107E-03,  3.564E-02,  2.107E-03,  1.355E-20,  2.547E+01,  4.307E+02,  1.280E+01,  2.091E+02,  3.214E+00,  2.253E+00, -8.151E-01, -3.824E-02,  5.651E-03, -7.128E-03, -2.579E-03, -1.210E-04, 
 7.718E+05,  2.260E-01,  4.158E-01, -4.875E-01,  5.647E-01,  9.575E-03,  2.538E-02,  9.575E-03,  0.000E+00,  1.759E+02,  4.661E+02,  1.543E+02, -4.263E+02,  3.308E+00,  1.604E+00,  8.056E-02,  1.738E+00,  5.356E-03, -5.075E-03,  2.549E-04,  5.499E-03, 
 7.785E+05,  1.126E-01, -1.476E-01,  2.620E-01,  1.767E-01,  1.928E-03,  3.281E-02,  1.928E-03,  1.084E-19,  3.155E+01,  5.369E+02,  2.288E+01,  4.263E+02,  3.658E+00,  2.074E+00,  7.180E-01, -3.061E-01,  4.248E-03, -6.563E-03,  2.272E-03, -9.688E-04, 
 7.852E+05, -1.950E-01,  1.030E-01, -1.840E-01, -2.921E-01,  2.557E-03,  3.348E-02,  2.557E-03,  0.000E+00,  3.767E+01,  4.932E+02,  1.432E+01,  1.757E+02,  3.483E+00,  2.116E+00, -8.973E-01, -5.384E-02,  4.801E-03, -6.695E-03, -2.840E-03, -1.704E-04, 
 7.919E+05,  1.075E-01,  4.235E-01, -7.190E-01,  5.539E-01,  9.360E-03,  2.167E-02,  9.360E-03, -2.168E-19,  2.603E+02,  6.025E+02,  4.107E+02, -7.542E+02,  3.690E+00,  1.370E+00, -1.832E-01,  1.710E+00,  4.145E-03, -4.334E-03, -5.797E-04,  5.412E-03, 
 7.987E+05,  1.116E-01, -1.427E-01,  3.185E-01,  2.151E-01,  2.015E-03,  2.888E-02,  2.015E-03,  1.084E-19,  4.669E+01,  6.691E+02,  2.308E+01,  4.139E+02,  4.011E+00,  1.825E+00,  7.078E-01, -3.685E-01,  3.131E-03, -5.776E-03,  2.240E-03, -1.166E-03, 
 8.054E+05, -1.799E-01,  1.075E-01, -2.395E-01, -3.322E-01,  2.575E-03,  2.989E-02,  2.575E-03,  0.000E+00,  5.300E+01,  6.151E+02,  1.527E+01,  1.962E+02,  3.867E+00,  1.889E+00, -8.988E-01,  7.592E-02,  3.586E-03, -5.977E-03, -2.844E-03,  2.402E-04, 
 8.121E+05,  3.287E-01,  4.146E-01, -2.915E-01,  1.088E+00,  1.244E-02,  1.675E-02,  1.244E-02,  0.000E+00,  4.011E+02,  5.403E+02,  1.495E+02, -2.894E+02,  3.594E+00,  1.059E+00,  7.427E-01,  1.838E+00,  4.448E-03, -3.351E-03,  2.350E-03,  5.817E-03, 
 8.188E+05,  1.129E-01, -1.776E-01,  6.443E-01,  2.855E-01,  2.975E-03,  1.984E-02,  2.975E-03,  0.000E+00,  1.569E+02,  1.046E+03,  4.632E+01,  5.079E+02,  4.433E+00,  1.254E+00,  7.230E-01, -6.460E-01,  1.793E-03, -3.968E-03,  2.288E-03, -2.044E-03, 
 8.255E+05, -1.449E-01,  1.207E-01, -4.207E-01, -4.046E-01,  2.394E-03,  2.161E-02,  2.394E-03, -1.084E-19,  1.077E+02,  9.720E+02,  1.755E+01,  2.684E+02,  4.405E+00,  1.366E+00, -8.031E-01,  3.338E-01,  1.884E-03, -4.323E-03, -2.542E-03,  1.056E-03, 
 8.322E+05,  3.648E-01, -7.485E-02,  4.813E-01,  7.824E-01,  7.609E-03,  2.090E-02,  7.609E-03,  0.000E+00,  2.667E+02,  7.326E+02,  4.061E+01,  7.916E+01,  3.949E+00,  1.321E+00,  1.539E+00,  1.863E-01,  3.325E-03, -4.181E-03,  4.871E-03,  5.895E-04, 
 8.389E+05,  5.518E-02, -4.274E-01, -2.745E-01, -2.231E+00,  1.043E-02, -2.673E-03,  1.043E-02,  0.000E+00,  1.597E+03, -4.091E+02,  1.116E+03,  7.897E+02,  4.210E+00, -1.689E-01,  1.601E-01, -1.809E+00,  2.500E-03,  5.346E-04,  5.067E-04, -5.724E-03, 
 8.456E+05, -1.397E-01,  1.840E-01, -1.018E+00,  3.869E+00,  3.804E-03, -1.572E-03,  3.804E-03,  0.000E+00,  5.057E+03, -2.090E+03,  4.575E+01,  4.121E+02,  4.745E+00, -9.937E-02, -6.445E-01,  8.870E-01,  8.083E-04,  3.144E-04, -2.039E-03,  2.807E-03, 
 8.524E+05,  1.826E-01, -1.547E-01,  8.443E-01, -3.301E+00,  4.047E-03, -2.874E-03,  4.047E-03,  0.000E+00,  3.668E+03, -2.606E+03,  3.083E+01,  2.649E+02,  4.722E+00, -1.816E-01,  8.341E-01, -7.635E-01,  8.790E-04,  5.748E-04,  2.640E-03, -2.416E-03, 
 8.591E+05, -3.748E-01,  1.662E-01, -2.209E+00,  1.032E+00,  9.748E-03, -1.905E-04,  9.748E-03, -4.337E-19,  1.879E+03, -3.672E+01,  6.319E+01,  1.352E+02,  4.280E+00, -1.204E-02, -1.602E+00,  7.159E-01,  2.277E-03,  3.810E-05, -5.071E-03,  2.266E-03, 
 8.658E+05,  8.615E-01,  6.767E-01,  8.149E-01,  3.011E-01,  1.903E-02, -6.134E-03,  1.903E-02,  1.735E-18,  2.385E+02, -7.689E+01,  4.685E+02,  1.219E+01,  2.204E+00, -3.877E-01,  2.161E+00,  1.158E+00,  8.847E-03,  1.227E-03,  6.840E-03,  3.664E-03, 
 8.725E+05,  2.238E-01, -6.852E-01, -3.365E-01, -2.392E-01,  8.080E-03, -2.592E-02,  8.080E-03,  0.000E+00,  5.386E+01, -1.728E+02,  1.467E+02,  4.897E+02,  1.493E+00, -1.638E+00, -7.883E-01, -1.390E+00,  1.110E-02,  5.184E-03, -2.495E-03, -4.399E-03, 
 8.792E+05, -3.604E-01,  5.557E-01,  1.971E-01,  1.857E-01,  4.414E-03, -2.422E-02,  4.414E-03,  0.000E+00,  2.316E+01, -1.271E+02,  4.457E+01,  3.499E+02,  9.150E-01, -1.531E+00,  5.208E-01,  1.060E+00,  1.293E-02,  4.844E-03,  1.648E-03,  3.355E-03, 
 8.859E+05,  6.140E-01, -8.443E-01, -1.439E-01, -1.676E-01,  3.379E-03, -1.426E-02,  3.379E-03,  0.000E+00,  1.542E+01, -6.506E+01,  2.608E+01,  2.755E+02,  4.095E-01, -9.011E-01, -5.094E-01, -8.990E-01,  1.453E-02,  2.852E-03, -1.612E-03, -2.845E-03, 
 8.926E+05,  6.002E-02,  3.949E+00,  1.196E-01,  1.732E-01,  3.212E-03, -2.146E-03,  3.212E-03,  0.000E+00,  1.400E+01, -9.356E+00,  2.068E+01,  2.181E+02,  2.160E-01, -1.356E-01,  5.486E-01,  8.450E-01,  1.514E-02,  4.292E-04,  1.736E-03,  2.674E-03, 
 8.993E+05, -1.715E+00,  1.529E-01, -1.033E-01, -1.973E-01,  3.516E-03,  8.472E-03,  3.516E-03, -2.168E-19,  1.567E+01,  3.776E+01,  1.956E+01,  1.626E+02,  2.972E-01,  5.354E-01, -5.915E-01, -8.725E-01,  1.488E-02, -1.694E-03, -1.872E-03, -2.761E-03, 
 9.060E+05,  9.495E-01, -1.009E-01,  8.196E-02,  2.305E-01,  3.995E-03,  1.663E-02,  3.995E-03,  0.000E+00,  1.892E+01,  7.873E+01,  1.985E+01,  1.070E+02,  5.294E-01,  1.051E+00,  6.087E-01,  9.444E-01,  1.415E-02, -3.326E-03,  1.926E-03,  2.989E-03, 
 9.128E+05, -6.726E-01,  3.768E-02, -5.671E-02, -2.458E-01,  3.972E-03,  2.303E-02,  3.972E-03,  0.000E+00,  2.011E+01,  1.166E+02,  1.846E+01,  6.582E+01,  8.042E-01,  1.456E+00, -5.958E-01, -9.488E-01,  1.328E-02, -4.607E-03, -1.885E-03, -3.003E-03, 
 9.195E+05,  4.510E-01, -6.036E-02,  5.084E-02,  2.140E-01,  2.877E-03,  2.860E-02,  2.877E-03,  0.000E+00,  1.529E+01,  1.520E+02,  1.300E+01,  6.868E+01,  1.060E+00,  1.807E+00,  5.871E-01,  7.512E-01,  1.247E-02, -5.720E-03,  1.858E-03,  2.377E-03, 
 9.262E+05, -2.505E-01,  8.730E-02, -5.707E-02, -1.443E-01,  1.371E-03,  3.326E-02,  1.371E-03,  0.000E+00,  7.613E+00,  1.847E+02,  6.506E+00,  1.211E+02,  1.318E+00,  2.102E+00, -5.136E-01, -4.115E-01,  1.165E-02, -6.652E-03, -1.625E-03, -1.302E-03, 
 9.329E+05,  1.217E-01, -7.205E-02,  4.989E-02,  8.170E-02,  4.910E-04,  3.627E-02,  4.910E-04,  2.711E-20,  2.896E+00,  2.139E+02,  2.712E+00,  1.911E+02,  1.583E+00,  2.292E+00,  3.577E-01,  1.648E-01,  1.081E-02, -7.254E-03,  1.132E-03,  5.216E-04, 
 9.396E+05, -6.227E-02,  5.023E-02, -3.811E-02, -4.679E-02,  1.828E-04,  3.786E-02,  1.828E-04,  0.000E+00,  1.151E+00,  2.383E+02,  1.217E+00,  2.565E+02,  1.816E+00,  2.393E+00, -2.333E-01, -5.777E-02,  1.008E-02, -7.572E-03, -7.382E-04, -1.828E-04, 
 9.463E+05,  3.911E-02, -3.973E-02,  3.266E-02,  3.199E-02,  9.864E-05,  3.869E-02,  9.864E-05, -1.694E-21,  6.606E-01,  2.591E+02,  8.050E-01,  3.220E+02,  2.012E+00,  2.445E+00,  1.758E-01,  1.572E-02,  9.456E-03, -7.739E-03,  5.565E-04,  4.976E-05, 
 9.530E+05, -3.702E-02,  5.272E-02, -4.657E-02, -3.245E-02,  1.430E-04,  3.910E-02,  1.430E-04,  3.388E-21,  1.018E+00,  2.784E+02,  1.746E+00,  4.520E+02,  2.186E+00,  2.471E+00, -2.112E-01,  2.378E-02,  8.904E-03, -7.820E-03, -6.684E-04,  7.526E-05, 
 9.597E+05, -1.200E-01,  3.107E-02, -2.945E-02, -1.076E-01,  5.364E-04,  3.880E-02,  5.364E-04,  0.000E+00,  3.931E+00,  2.843E+02,  2.327E+00,  8.442E+01,  2.241E+00,  2.452E+00, -3.450E-01, -2.246E-01,  8.731E-03, -7.760E-03, -1.092E-03, -7.107E-04, 
 9.664E+05,  2.089E-02, -2.091E-02,  2.018E-02,  2.012E-02,  3.326E-05,  3.950E-02,  3.326E-05,  0.000E+00,  2.566E-01,  3.047E+02,  2.664E-01,  3.165E+02,  2.409E+00,  2.496E+00,  1.025E-01,  1.774E-03,  8.199E-03, -7.900E-03,  3.244E-04,  5.616E-06, 
 9.732E+05,  1.325E-01,  1.866E-03,  4.309E-04,  1.311E-01,  6.752E-04,  3.887E-02,  6.752E-04,  0.000E+00,  5.430E+00,  3.126E+02,  2.744E+00, -1.676E+00,  2.474E+00,  2.457E+00,  3.231E-01,  3.301E-01,  7.994E-03, -7.775E-03,  1.023E-03,  1.045E-03, 
 9.799E+05, -1.618E-02,  2.017E-02, -2.116E-02, -1.695E-02,  2.768E-05,  3.949E-02,  2.768E-05, -4.235E-22,  2.323E-01,  3.313E+02,  2.828E-01,  3.941E+02,  2.618E+00,  2.495E+00, -9.270E-02,  1.242E-02,  7.539E-03, -7.897E-03, -2.934E-04,  3.929E-05, 
 9.866E+05, -1.126E-02,  1.267E-02, -1.373E-02, -1.220E-02,  1.227E-05,  3.942E-02,  1.227E-05, -2.118E-22,  1.066E-01,  3.425E+02,  1.112E-01,  3.557E+02,  2.700E+00,  2.491E+00, -6.197E-02,  6.163E-03,  7.277E-03, -7.883E-03, -1.961E-04,  1.950E-05, 
 9.933E+05, -1.785E-02,  6.186E-02, -6.979E-02, -1.979E-02,  1.826E-04,  3.910E-02,  1.826E-04,  0.000E+00,  1.663E+00,  3.560E+02,  9.668E+00,  1.103E+03,  2.795E+00,  2.471E+00, -2.028E-01,  1.288E-01,  6.977E-03, -7.819E-03, -6.416E-04,  4.077E-04, 
 1.000E+06,  1.592E-02, -2.791E-02,  3.228E-02,  1.837E-02,  4.667E-05,  3.910E-02,  4.667E-05,  0.000E+00,  4.360E-01,  3.653E+02,  7.613E-01,  5.545E+02,  2.859E+00,  2.471E+00,  1.145E-01, -4.045E-02,  6.775E-03, -7.820E-03,  3.624E-04, -1.280E-04, 
